instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
268,25-09-2018,4,0,9,0,2,1,2,26.000847,28.63185,84.5,3.3754064,1544,3466,5010
443,19-03-2019,1,1,3,0,2,1,1,22.345,26.64105,72.875,10.875239,982,5171,6153
389,24-01-2019,1,1,1,0,4,1,1,14.0425,17.4554,83.5833,8.292389,439,3900,4339
491,06-05-2019,2,1,5,0,1,1,2,23.0625,27.33685,74.0,10.041893,2135,4224,6359
407,11-02-2019,1,1,2,0,1,1,3,9.190847,10.54335,73.125,19.416332,192,1977,2169
365,31-12-2018,1,0,12,0,1,1,1,16.81,20.70605,61.5833,14.750318,665,1820,2485
13,13-01-2018,1,0,1,0,6,0,1,6.765,7.54415,47.0417,20.167,38,1368,1406
63,04-03-2018,1,0,3,0,0,0,2,10.728347,12.78395,61.0417,13.624182,214,1730,1944
171,20-06-2018,2,0,6,0,3,1,2,26.035,29.7673,74.625,10.416825,699,3311,4010
182,01-07-2018,3,0,7,0,0,0,1,29.6225,32.6081,39.625,6.874736,1246,4116,5362
193,12-07-2018,3,0,7,0,4,1,1,32.560847,36.96375,55.9167,13.417018,662,3596,4258
190,09-07-2018,3,0,7,0,1,1,1,30.066653,33.2079,60.9167,11.250104,1988,3348,5336
113,23-04-2018,2,0,4,0,1,1,2,18.86,22.50605,88.7917,15.458575,1462,2574,4036
103,13-04-2018,2,0,4,0,5,1,2,16.9125,20.86415,81.9167,16.791339,209,1953,2162
415,19-02-2019,1,1,2,0,2,1,2,11.48,13.2894,51.5833,16.958504,618,2071,2689
78,19-03-2018,1,0,3,0,1,1,1,19.3725,23.32625,37.9167,24.667189,1424,1693,3117
191,10-07-2018,3,0,7,0,2,1,1,30.6475,34.50125,57.8333,12.292557,1743,3138,4881
649,11-10-2019,4,1,10,0,5,1,1,17.835,21.55835,46.3333,12.166932,834,6736,7570
480,25-04-2019,2,1,4,0,4,1,1,19.543347,23.51585,42.7917,7.959064,655,5541,6196
53,22-02-2018,1,0,2,0,4,1,1,7.471102,9.30165,57.7778,13.110761,74,1376,1450
29,29-01-2018,1,0,1,0,1,1,1,8.057402,10.6063,65.1739,9.739455,123,975,1098
66,07-03-2018,1,0,3,0,3,1,1,10.731299,11.92305,55.1304,22.870584,244,1628,1872
637,29-09-2019,4,1,9,0,0,0,1,22.2425,26.5148,54.2917,15.249468,2589,5966,8555
559,13-07-2019,3,1,7,0,6,0,2,29.998347,33.39665,48.5833,5.41695,1511,5988,7499
291,18-10-2018,4,0,10,0,4,1,2,21.8325,26.13605,70.1667,7.375829,637,4111,4748
540,24-06-2019,3,1,6,0,1,1,1,30.476653,33.7127,47.9167,9.750175,2551,4340,6891
640,02-10-2019,4,1,10,0,3,1,3,24.224153,27.11665,87.1667,6.999825,315,4324,4639
332,28-11-2018,4,0,11,0,3,1,1,20.642598,24.5061,74.3043,9.522174,253,3614,3867
83,24-03-2018,2,0,3,0,6,0,2,11.685,13.54165,80.5833,16.333729,166,1699,1865
601,24-08-2019,3,1,8,0,6,0,2,28.8025,32.355,61.5,4.8337686,1325,6257,7582
309,05-11-2018,4,0,11,0,1,1,1,13.393347,16.1927,51.9167,12.667154,1156,2770,3926
391,26-01-2019,1,1,1,0,6,0,2,14.008347,17.8025,76.9583,4.9175186,244,3831,4075
387,22-01-2019,1,1,1,0,2,1,2,6.6625,8.1125,79.625,13.375746,196,1781,1977
360,26-12-2018,1,0,12,1,3,0,1,13.191299,15.77675,50.6957,16.044155,430,887,1317
355,21-12-2018,1,0,12,0,5,1,2,17.561653,21.40085,85.8333,14.8338,107,2553,2660
535,19-06-2019,2,1,6,0,3,1,1,28.221653,32.7346,69.0,9.917139,968,5857,6825
160,09-06-2018,2,0,6,0,6,0,2,33.141653,37.87895,56.8333,10.042161,563,3352,3915
511,26-05-2019,2,1,5,0,0,0,1,28.3925,32.1348,73.25,13.332464,2855,3681,6536
245,02-09-2018,3,0,9,0,0,0,2,26.376653,30.2404,72.7083,9.375243,875,3852,4727
571,25-07-2019,3,1,7,0,4,1,1,29.690847,32.7027,45.0,11.0416,1383,6790,8173
655,17-10-2019,4,1,10,0,4,1,1,18.689153,22.5054,69.2917,6.791857,979,6482,7461
489,04-05-2019,2,1,5,0,6,0,1,25.7275,29.54585,73.5417,10.916846,1069,5227,6296
127,07-05-2018,2,0,5,0,1,1,1,21.32,25.63105,54.125,10.75015,1612,3102,4714
233,21-08-2018,3,0,8,0,2,1,1,29.144153,33.77625,77.0,16.666518,1249,2624,3873
212,31-07-2018,3,0,7,0,2,1,1,33.039153,36.4898,48.0833,11.042471,1524,2778,4302
323,19-11-2018,4,0,11,0,1,1,1,13.495847,16.22415,50.2083,15.041232,943,2720,3663
362,28-12-2018,1,0,12,0,5,1,1,12.26433,13.9987,50.3913,19.695387,255,2047,2302
568,22-07-2019,3,1,7,0,1,1,2,27.3675,31.15625,76.25,6.2926936,2544,4866,7410
293,20-10-2018,4,0,10,0,6,0,1,19.509153,23.32625,63.625,28.292425,471,3724,4195
213,01-08-2018,3,0,8,0,3,1,1,31.638347,35.1646,55.0833,10.500039,729,3537,4266
266,23-09-2018,4,0,9,0,0,0,2,24.975847,26.10625,97.25,5.2505689,258,2137,2395
104,14-04-2018,2,0,4,0,6,0,1,19.1675,23.1371,54.0417,7.4169,529,2738,3267
705,06-12-2019,4,1,12,0,5,1,1,10.489153,12.9102,50.875,11.708518,340,5035,5375
484,29-04-2019,2,1,4,0,1,1,1,18.791653,22.50605,58.7083,7.832836,2229,4075,6304
498,13-05-2019,2,1,5,0,1,1,1,25.1125,29.2619,57.625,15.082839,2172,3946,6118
334,30-11-2018,4,0,11,0,5,1,1,13.325,15.56105,61.3333,18.167586,188,3425,3613
537,21-06-2019,3,1,6,0,5,1,1,33.039153,37.6271,56.7917,7.958729,778,5127,5905
9,09-01-2018,1,0,1,0,2,1,1,5.671653,5.80875,43.4167,24.25065,54,768,822
648,10-10-2019,4,1,10,0,4,1,1,21.080847,25.1571,63.0833,12.584007,780,6911,7691
455,31-03-2019,2,1,3,0,0,0,2,17.390847,21.0854,73.8333,16.791339,2301,3934,6235
259,16-09-2018,3,0,9,0,0,0,2,19.235847,23.07375,59.0417,11.000261,742,4018,4760
229,17-08-2018,3,0,8,0,5,1,1,29.656653,33.33355,57.5417,9.625689,668,4026,4694
238,26-08-2018,3,0,8,0,0,0,1,28.7,32.98665,76.125,5.6254875,768,3893,4661
670,01-11-2019,4,1,11,0,5,1,2,14.999153,18.4971,58.1667,10.542182,466,5520,5986
695,26-11-2019,4,1,11,0,2,1,1,12.846653,16.9502,53.5417,3.12555,337,4750,5087
183,02-07-2018,3,0,7,0,1,1,1,30.271653,33.3654,44.4583,7.709154,2204,2915,5119
513,28-05-2019,2,1,5,1,2,0,1,29.2125,33.965,67.625,13.166907,2557,3486,6043
698,29-11-2019,4,1,11,0,5,1,1,11.51567,14.9211,55.5652,7.739974,243,5080,5323
198,17-07-2018,3,0,7,0,2,1,1,29.485847,33.49165,60.4167,16.417211,2006,3296,5302
282,09-10-2018,4,0,10,0,2,1,1,22.174153,26.19915,72.75,4.25115,2397,3114,5511
158,07-06-2018,2,0,6,0,4,1,1,29.0075,32.7975,59.7917,12.583136,763,4070,4833
463,08-04-2019,2,1,4,0,1,1,1,20.5,24.62125,27.5833,15.583932,2230,2939,5169
452,28-03-2019,2,1,3,0,4,1,1,19.850847,23.5475,48.125,19.541957,674,5024,5698
696,27-11-2019,4,1,11,0,3,1,2,11.958347,14.0779,78.6667,15.916654,123,3836,3959
651,13-10-2019,4,1,10,0,0,0,1,16.126653,19.5698,49.4583,9.791514,2252,4857,7109
108,18-04-2018,2,0,4,0,3,1,1,21.0125,25.1573,54.25,10.958989,669,2760,3429
487,02-05-2019,2,1,5,0,4,1,1,23.130847,26.8948,79.7083,9.249886,667,5502,6169
51,20-02-2018,1,0,2,0,2,1,1,11.693897,13.8665,40.7826,14.956745,639,1173,1812
188,07-07-2018,3,0,7,0,6,0,1,30.75,34.34355,65.125,10.6664,754,3838,4592
342,08-12-2018,4,0,12,0,6,0,1,10.899153,12.8469,58.0,16.083886,150,3172,3322
416,20-02-2019,1,1,2,1,3,0,1,11.48,13.66955,50.7826,15.348561,502,2627,3129
165,14-06-2018,2,0,6,0,4,1,1,24.770847,29.5773,50.7083,18.041961,727,4164,4891
367,02-01-2019,1,1,1,1,3,0,1,11.194763,12.6152,38.1304,22.087555,244,1707,1951
23,23-01-2018,1,0,1,0,2,1,1,3.9573897,4.941955,43.6522,16.5222,150,836,986
319,15-11-2018,4,0,11,0,4,1,2,21.73,25.37895,68.875,13.375411,449,3746,4195
235,23-08-2018,3,0,8,0,4,1,1,26.274153,30.30335,45.5417,9.833121,1281,4614,5895
490,05-05-2019,2,1,5,0,0,0,2,25.488347,29.2304,75.6667,10.250464,2496,4387,6883
169,18-06-2018,2,0,6,0,1,1,1,28.563347,32.1977,67.0417,8.000336,1807,3312,5119
236,24-08-2018,3,0,8,0,5,1,1,27.606653,31.5346,60.5,16.958236,949,4181,5130
356,22-12-2018,1,0,12,0,6,0,2,17.356653,21.30605,75.75,3.167425,227,2841,3068
70,11-03-2018,1,0,3,0,0,0,2,12.977402,15.25,64.9565,15.60899,247,1730,1977
402,06-02-2019,1,1,2,0,3,1,1,11.586969,14.8213,62.2174,10.3046,206,3578,3784
187,06-07-2018,3,0,7,0,5,1,1,29.52,34.28165,74.3333,10.042161,784,3845,4629
624,16-09-2019,3,1,9,0,1,1,1,23.78,28.15625,57.0,6.0422811,2166,5167,7333
439,15-03-2019,1,1,3,0,5,1,1,22.8575,26.64125,57.9583,10.042161,1005,5187,6192
369,04-01-2019,1,1,1,0,5,1,2,4.4075,5.96685,41.4583,12.3749,95,2273,2368
152,01-06-2018,2,0,6,0,5,1,2,31.330847,36.04835,67.7083,13.875164,513,3461,3974
688,19-11-2019,4,1,11,0,2,1,2,15.614153,18.78105,62.3333,15.749489,449,5050,5499
613,05-09-2019,3,1,9,0,4,1,1,30.203347,35.44915,74.125,12.583136,832,6280,7112
30,30-01-2018,1,0,1,0,2,1,1,8.877402,12.5161,72.2174,4.9568342,140,956,1096
239,27-08-2018,3,0,8,0,1,1,2,27.88,31.7778,85.0,25.166339,226,889,1115
687,18-11-2019,4,1,11,0,1,1,1,14.0425,16.8873,69.2917,15.250004,922,3747,4669
324,20-11-2018,4,0,11,0,2,1,2,18.996653,22.8529,68.4583,12.45865,787,2733,3520
686,17-11-2019,4,1,11,0,0,0,1,13.325,16.31915,54.5417,12.041843,1313,4316,5629
619,11-09-2019,3,1,9,0,3,1,1,23.6775,27.7146,52.0,6.1676314,1070,6697,7767
380,15-01-2019,1,1,1,0,2,1,1,6.833347,8.08125,41.9167,16.834286,284,2027,2311
516,31-05-2019,2,1,5,0,5,1,1,27.88,31.56645,49.2917,13.083693,1100,6238,7338
31,31-01-2018,1,0,1,0,3,1,2,7.414153,9.3125,60.375,12.541864,42,1459,1501
708,09-12-2019,4,1,12,0,1,1,2,15.750847,19.5073,90.5417,10.584325,441,2787,3228
351,17-12-2018,4,0,12,0,1,1,2,10.591653,12.46855,56.0833,16.292189,275,2464,2739
683,14-11-2019,4,1,11,0,4,1,1,11.855847,14.07815,55.2083,13.374875,373,5122,5495
52,21-02-2018,1,0,2,1,3,0,2,12.436653,14.20375,60.5,20.625682,195,912,1107
508,23-05-2019,2,1,5,0,4,1,2,25.488347,29.2306,77.4583,6.834,766,4494,5260
37,06-02-2018,1,0,2,0,2,1,1,11.719153,14.58355,56.8333,9.5006,354,1269,1623
79,20-03-2018,1,0,3,0,2,1,1,13.6325,16.2875,47.375,13.917307,1047,1424,2471
14,14-01-2018,1,0,1,0,0,0,1,6.59567,9.42065,53.7826,8.478716,54,1367,1421
59,28-02-2018,1,0,2,0,3,1,2,16.698193,20.0059,87.6364,19.408962,81,1365,1446
234,22-08-2018,3,0,8,0,3,1,1,28.358347,31.9127,47.0,18.54225,833,3925,4758
555,09-07-2019,3,1,7,0,2,1,2,29.144153,32.7027,68.3333,12.125325,998,5571,6569
626,18-09-2019,3,1,9,0,3,1,2,25.556653,28.25335,87.25,23.958329,371,3702,4073
413,17-02-2019,1,1,2,0,0,0,1,14.076653,17.58145,63.4583,13.791682,349,3805,4154
479,24-04-2019,2,1,4,0,3,1,1,16.946653,20.26415,45.4167,16.708661,518,5115,5633
194,13-07-2018,3,0,7,0,5,1,1,30.613347,34.4702,63.1667,9.790911,748,3594,4342
385,20-01-2019,1,1,1,0,0,0,2,8.9175,11.0479,45.0,13.58425,115,3048,3163
405,09-02-2019,1,1,2,0,6,0,1,10.865,13.0994,56.2083,13.000479,163,3667,3830
46,15-02-2018,1,0,2,0,4,1,1,10.909567,12.7137,31.4348,19.522058,140,1675,1815
488,03-05-2019,2,1,5,0,5,1,2,22.96,26.8621,76.8333,8.957632,764,5657,6421
25,25-01-2018,1,0,1,0,4,1,2,9.162598,11.7263,61.6957,8.696332,186,1799,1985
472,17-04-2019,2,1,4,0,3,1,1,24.941653,29.92435,39.0417,18.333143,989,5702,6691
257,14-09-2018,3,0,9,0,5,1,1,27.606653,31.345,69.7083,11.2091,647,4138,4785
665,27-10-2019,4,1,10,0,0,0,2,21.73,25.75665,72.0,15.791364,2643,5209,7852
492,07-05-2019,2,1,5,0,2,1,2,22.0375,26.3571,66.4167,15.458307,1008,5265,6273
548,02-07-2019,3,1,7,0,2,1,1,32.048347,35.1019,44.7083,13.082889,904,5323,6227
247,04-09-2018,3,0,9,0,2,1,1,29.075847,33.27145,74.2083,13.833289,2521,2419,4940
123,03-05-2018,2,0,5,0,4,1,2,25.283347,29.10395,69.7083,22.958689,603,3848,4451
207,26-07-2018,3,0,7,0,4,1,1,31.638347,34.84895,54.0833,13.417286,750,3840,4590
177,26-06-2018,3,0,6,0,2,1,1,27.88,31.88145,51.3333,6.3337311,1920,3385,5305
594,17-08-2019,3,1,8,0,6,0,1,29.656653,12.12,57.0833,15.500718,1483,5665,7148
1,01-01-2018,1,0,1,0,1,1,2,14.110847,18.18125,80.5833,10.749882,331,654,985
227,15-08-2018,3,0,8,0,3,1,1,27.299153,30.80835,71.2083,13.999918,775,3563,4338
691,22-11-2019,4,1,11,1,5,0,1,13.94,17.51855,58.0417,3.5423436,955,1470,2425
250,07-09-2018,3,0,9,0,5,1,3,24.565847,27.21145,91.7083,6.5003936,118,1878,1996
470,15-04-2019,2,1,4,0,1,1,1,24.873347,28.69375,50.7917,15.083643,2846,4286,7132
109,19-04-2018,2,0,4,0,4,1,2,20.739153,24.4629,66.5833,10.584057,409,2795,3204
427,03-03-2019,1,1,3,0,0,0,2,16.980847,20.6746,62.125,10.792293,956,3110,4066
6,06-01-2018,1,0,1,0,6,0,1,8.378268,11.66045,51.8261,6.0008684,88,1518,1606
261,18-09-2018,3,0,9,0,2,1,1,20.8075,24.52685,69.5,11.958361,1353,2921,4274
703,04-12-2019,4,1,12,0,3,1,1,19.509153,23.4527,73.375,11.666643,551,6055,6606
314,10-11-2018,4,0,11,0,6,0,2,15.58,18.68605,81.3333,12.667489,190,2743,2933
60,01-03-2018,1,0,3,0,4,1,1,10.933347,13.19395,53.5,14.500475,137,1714,1851
346,12-12-2018,4,0,12,0,3,1,1,9.771653,13.5098,67.0833,4.25115,143,3167,3310
48,17-02-2018,1,0,2,0,6,0,1,17.869153,21.4329,50.5,15.416968,259,2216,2475
635,27-09-2019,4,1,9,0,5,1,2,26.65,30.39875,69.0833,9.000914,751,6642,7393
303,30-10-2018,4,0,10,0,2,1,1,13.085847,16.06645,62.375,11.833339,885,2446,3331
588,11-08-2019,3,1,8,0,0,0,2,28.3925,31.91335,73.2917,13.834093,2247,4052,6299
287,14-10-2018,4,0,10,0,0,0,2,22.584153,26.48375,71.625,15.000161,529,3115,3644
657,19-10-2019,4,1,10,0,6,0,2,23.096653,26.8948,81.5,9.041918,753,4671,5424
623,15-09-2019,3,1,9,0,0,0,1,24.941653,29.29335,50.1667,16.583907,3160,5554,8714
313,09-11-2018,4,0,11,0,5,1,1,16.4,20.45395,75.8333,4.1671186,305,3804,4109
709,10-12-2019,4,1,12,0,2,1,2,17.869153,21.77875,92.5,12.750636,329,4841,5170
707,08-12-2019,4,1,12,0,0,0,2,15.648347,19.4754,91.125,6.792393,1153,4429,5582
608,31-08-2019,3,1,8,0,6,0,1,31.330847,34.47,58.75,11.291711,1433,5917,7350
460,05-04-2019,2,1,4,0,5,1,1,17.835,21.55815,37.4167,14.708443,1192,5265,6457
461,06-04-2019,2,1,4,0,6,0,1,16.536653,19.53835,37.7083,20.125996,1807,4653,6460
384,19-01-2019,1,1,1,0,6,0,1,7.79,9.5019,49.75,14.750586,130,3162,3292
18,18-01-2018,1,0,1,0,4,1,2,8.883347,11.61665,86.1667,9.833925,9,674,683
595,18-08-2019,3,1,8,0,0,0,1,27.811653,30.90355,60.3333,11.917089,2827,5038,7865
43,12-02-2018,1,0,2,0,1,1,1,9.1225,11.6477,54.4167,13.625589,288,1184,1472
641,03-10-2019,4,1,10,0,4,1,2,26.9575,29.95665,79.375,4.4585686,728,6844,7572
675,06-11-2019,4,1,11,0,3,1,1,11.514153,14.07835,56.7083,11.625371,466,5220,5686
647,09-10-2019,4,1,10,0,3,1,2,18.313347,21.9056,76.1667,12.7501,601,5791,6392
700,01-12-2019,4,1,12,0,0,0,2,12.231653,15.8452,80.6667,4.0001814,951,4240,5191
512,27-05-2019,2,1,5,0,1,1,1,28.29,32.07125,69.7083,14.416457,3283,3308,6591
77,18-03-2018,1,0,3,0,0,0,1,22.14,26.35045,52.5217,15.478139,884,2355,3239
142,22-05-2018,2,0,5,0,2,1,1,24.770847,28.725,74.9583,9.916536,1576,3084,4660
720,21-12-2019,1,1,12,0,6,0,2,13.393347,15.08835,55.6667,25.083661,221,3402,3623
586,09-08-2019,3,1,8,0,5,1,1,30.989153,34.9754,62.0417,10.4587,1196,6090,7286
617,09-09-2019,3,1,9,0,1,1,1,25.01,28.94625,54.75,15.041232,2570,5657,8227
153,02-06-2018,2,0,6,0,6,0,1,29.315,32.1971,30.5,19.583229,736,4232,4968
33,02-02-2018,1,0,2,0,5,1,2,10.66,12.72085,77.5417,17.708636,72,1454,1526
16,16-01-2018,1,0,1,0,2,1,1,9.498347,11.71085,48.375,12.625011,251,953,1204
436,12-03-2019,1,1,3,0,2,1,1,19.133347,22.9796,48.9167,13.916771,838,4460,5298
499,14-05-2019,2,1,5,0,2,1,2,23.506653,27.495,78.9583,14.250364,342,2501,2843
506,21-05-2019,2,1,5,0,2,1,2,24.531653,28.28335,81.125,15.624668,630,3729,4359
404,08-02-2019,1,1,2,0,5,1,2,10.523347,13.32105,72.2917,8.959307,109,2693,2802
451,27-03-2019,2,1,3,0,3,1,1,13.256653,15.7827,29.0,12.541864,531,4571,5102
36,05-02-2018,1,0,2,0,1,1,2,9.566653,12.1529,92.9167,10.792293,100,905,1005
226,14-08-2018,3,0,8,0,2,1,2,27.743347,31.2194,81.75,14.916411,1338,2482,3820
173,22-06-2018,3,0,6,0,5,1,1,30.066653,34.69145,70.75,11.541554,661,3846,4507
242,30-08-2018,3,0,8,0,4,1,1,26.205847,29.7352,54.8333,8.375536,775,4429,5204
530,14-06-2019,2,1,6,0,5,1,1,26.581653,31.21915,56.9583,17.000111,1180,6183,7363
344,10-12-2018,4,0,12,0,1,1,1,11.275,13.3206,50.75,15.625807,502,2688,3190
157,06-06-2018,2,0,6,0,3,1,1,27.811653,31.0929,60.0,8.167032,673,3875,4548
654,16-10-2019,4,1,10,0,3,1,1,19.201653,23.0423,55.8333,12.208807,922,6612,7534
642,04-10-2019,4,1,10,0,5,1,2,26.9575,30.39875,72.2917,7.875582,891,6437,7328
645,07-10-2019,4,1,10,0,1,1,2,17.049153,20.99065,70.8333,9.457854,781,2729,3510
507,22-05-2019,2,1,5,0,3,1,2,25.215,29.04125,76.5833,7.917189,819,5254,6073
715,16-12-2019,4,1,12,0,1,1,2,14.8625,18.4969,83.875,6.749714,538,3248,3786
556,10-07-2019,3,1,7,0,3,1,2,29.554153,33.2398,66.75,10.166379,954,5336,6290
216,04-08-2018,3,0,8,0,6,0,2,29.11,33.2394,75.75,13.20905,799,3777,4576
209,28-07-2018,3,0,7,0,6,0,1,31.945847,36.995,58.3333,11.958093,606,3784,4390
65,06-03-2018,1,0,3,0,2,1,2,15.437402,18.3126,94.8261,23.000229,114,491,605
11,11-01-2018,1,0,1,0,4,1,2,6.932731,9.5732,68.6364,8.182844,43,1220,1263
179,28-06-2018,3,0,6,0,4,1,1,30.510847,34.6279,63.4167,9.666961,732,3916,4648
253,10-09-2018,3,0,9,0,1,1,1,27.06,30.3981,75.375,10.291736,1750,3595,5345
606,29-08-2019,3,1,8,0,4,1,1,28.085,31.78665,55.2083,7.541654,1177,6520,7697
604,27-08-2019,3,1,8,0,2,1,1,28.836653,32.7344,73.0417,8.625111,989,5928,6917
262,19-09-2018,3,0,9,0,3,1,2,22.515847,26.48375,69.0,10.166714,691,3848,4539
101,11-04-2018,2,0,4,0,3,1,2,24.421732,28.26085,71.6956,21.739758,855,2493,3348
168,17-06-2018,2,0,6,0,0,0,1,26.615847,30.01915,73.5833,9.582943,863,3981,4844
578,01-08-2019,3,1,8,0,4,1,1,29.4175,33.3654,67.75,9.458993,1074,6506,7580
315,11-11-2018,4,0,11,1,0,0,1,13.290847,15.34085,44.625,21.083225,440,2928,3368
519,03-06-2019,2,1,6,0,1,1,1,24.7025,28.75665,49.3333,12.333829,2494,5147,7641
634,26-09-2019,4,1,9,0,4,1,1,26.035,29.83065,63.0833,16.3748,787,6946,7733
447,23-03-2019,2,1,3,0,6,0,2,24.668347,28.50335,69.4167,7.7921,2469,5893,8362
678,09-11-2019,4,1,11,0,6,0,1,14.828347,17.77065,54.0833,14.375386,709,5283,5992
368,03-01-2019,1,1,1,0,4,1,1,6.15,6.31375,44.125,24.499957,89,2147,2236
146,26-05-2018,2,0,5,0,6,0,1,29.041653,32.7344,67.75,13.376014,758,3919,4677
363,29-12-2018,1,0,12,0,6,0,1,10.181653,13.1946,57.4167,8.000604,254,2169,2423
643,05-10-2019,4,1,10,0,6,0,1,25.215,29.00935,62.75,7.12545,1516,6640,8156
672,03-11-2019,4,1,11,0,0,0,2,14.076653,16.1923,49.125,18.125443,1029,4109,5138
322,18-11-2018,4,0,11,0,0,0,1,11.240847,13.63605,41.0,11.291711,245,3147,3392
186,05-07-2018,3,0,7,0,4,1,1,30.613347,34.8169,59.0417,8.459286,1031,3634,4665
133,13-05-2018,2,0,5,0,0,0,2,21.0125,24.715,86.3333,12.041575,692,3413,4105
631,23-09-2019,4,1,9,0,1,1,1,21.695847,25.94665,46.7083,14.958286,2454,5453,7907
120,30-04-2018,2,0,4,0,1,1,1,19.3725,23.20105,50.3333,15.750025,1965,3347,5312
716,17-12-2019,4,1,12,0,2,1,2,16.126653,20.075,90.7083,6.5833061,212,4373,4585
39,08-02-2018,1,0,2,0,4,1,1,9.054153,9.9123,53.7917,24.25065,64,1466,1530
494,09-05-2019,2,1,5,0,4,1,2,23.575,27.65125,74.4167,14.499604,620,4097,4717
671,02-11-2019,4,1,11,0,6,0,1,14.555,17.8021,52.2083,17.833725,618,5229,5847
339,05-12-2018,4,0,12,0,3,1,2,15.819153,19.69625,82.7083,4.1679561,233,3578,3811
85,26-03-2018,2,0,3,0,1,1,1,10.899153,12.87855,39.4167,14.041257,981,1515,2496
225,13-08-2018,3,0,8,0,1,1,2,28.119153,32.2929,72.9583,14.167418,1504,2646,4150
20,20-01-2018,1,0,1,0,6,0,2,10.728347,12.7525,53.8333,13.125568,83,1844,1927
73,14-03-2018,1,0,3,0,3,1,1,13.333897,16.6,49.6957,9.174042,359,1687,2046
419,23-02-2019,1,1,2,0,6,0,1,18.620847,22.2223,55.4583,12.791171,516,4546,5062
76,17-03-2018,1,0,3,0,6,0,1,17.015,20.51665,60.2917,14.041793,424,2320,2744
381,16-01-2019,1,1,1,1,3,0,1,7.79,9.53315,52.25,15.500986,217,2081,2298
386,21-01-2019,1,1,1,0,1,1,2,7.106653,8.74375,83.125,14.917014,67,1234,1301
453,29-03-2019,2,1,3,0,5,1,1,20.260847,24.1152,43.9167,21.41655,834,5299,6133
265,22-09-2018,3,0,9,0,6,0,2,25.761653,27.74815,90.2083,8.584375,555,4240,4795
41,10-02-2018,1,0,2,0,6,0,1,5.918268,7.4774,43.7391,14.869645,47,1491,1538
429,05-03-2019,1,1,3,0,2,1,1,9.976653,12.05855,50.625,15.333486,203,3130,3333
161,10-06-2018,2,0,6,0,0,0,1,30.955,35.1646,60.5,9.417118,815,3771,4586
111,21-04-2018,2,0,4,0,6,0,1,18.825847,22.6946,40.7083,21.792286,745,3444,4189
304,31-10-2018,4,0,10,0,3,1,1,13.94,17.80315,70.3333,7.12545,362,3307,3669
694,25-11-2019,4,1,11,0,1,1,1,10.079153,12.87915,46.8333,10.0835,309,2115,2424
49,18-02-2018,1,0,2,0,0,0,1,21.388347,25.59915,51.6667,17.749975,579,2348,2927
510,25-05-2019,2,1,5,0,6,0,1,27.88,31.37645,74.7083,9.41685,1417,5317,6734
19,19-01-2018,1,0,1,0,5,1,2,11.979134,14.9211,74.1739,13.957239,78,1572,1650
44,13-02-2018,1,0,2,0,2,1,1,12.977402,16.20565,45.7391,17.479161,397,1192,1589
274,01-10-2018,4,0,10,0,1,1,2,16.81,20.64315,75.375,19.583832,480,1949,2429
444,20-03-2019,1,1,3,0,3,1,1,22.994153,26.92665,80.7917,8.125157,1051,5042,6093
91,01-04-2018,2,0,4,0,0,0,2,12.3,14.1727,68.625,17.333436,307,1920,2227
276,03-10-2018,4,0,10,0,3,1,2,15.750847,19.6023,76.0833,5.5841686,330,3240,3570
673,04-11-2019,4,1,11,0,1,1,1,13.359153,16.4769,53.2917,12.000236,1201,3906,5107
115,25-04-2018,2,0,4,0,3,1,1,24.873347,28.725,77.6667,12.417311,773,3300,4073
329,25-11-2018,4,0,11,0,0,0,1,15.375,19.03355,64.375,6.6260186,1095,1697,2792
581,04-08-2019,3,1,8,0,0,0,1,32.526653,37.56335,61.3333,17.249686,2345,4479,6824
466,11-04-2019,2,1,4,0,4,1,1,14.296536,16.8637,46.9565,19.783358,482,4380,4862
132,12-05-2018,2,0,5,0,6,0,1,21.935,26.16815,74.75,12.707689,695,4169,4864
2,02-01-2018,1,0,1,0,2,1,2,14.902598,17.68695,69.6087,16.652113,131,670,801
228,16-08-2018,3,0,8,0,4,1,1,28.734153,32.29185,57.8333,15.834043,721,4004,4725
134,14-05-2018,2,0,5,0,1,1,2,21.354153,25.03145,92.25,9.04165,902,2507,3409
249,06-09-2018,3,0,9,0,4,1,3,22.14,25.76,88.6957,23.044181,204,2506,2710
284,11-10-2018,4,0,10,0,4,1,2,23.233347,27.3048,80.875,9.583814,667,3896,4563
497,12-05-2019,2,1,5,0,0,0,1,23.130847,27.24085,48.0417,8.249911,2622,4807,7429
681,12-11-2019,4,1,11,1,2,0,1,19.885,23.76915,74.1667,11.625639,1097,5172,6269
336,02-12-2018,4,0,12,0,0,0,1,12.880847,16.57165,62.5833,6.750518,268,3672,3940
440,16-03-2019,1,1,3,0,6,0,2,17.869153,21.81145,84.2083,7.583864,548,3830,4378
264,21-09-2018,3,0,9,0,5,1,2,24.395,27.52665,90.0,6.4590814,539,3813,4352
143,23-05-2018,2,0,5,0,3,1,2,25.898347,29.5148,81.0,15.667414,836,3438,4274
246,03-09-2018,3,0,9,0,1,1,1,27.435847,31.66065,71.6667,12.416775,1935,2549,4484
28,28-01-2018,1,0,1,0,0,0,2,8.342598,11.16585,79.3043,8.2611,38,1129,1167
